Name,Ticker,"Sub-Sector","Market Cap","Close Price","Percentage Buy Reco’s","No. of analysts with buy reco","Percentage Hold Reco's","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
Auro Impex & Chemicals Ltd,AUROIMPEX,"Metals - Diversified","75.03492","61",,"0","0","0",,
Metal Coatings (India) Ltd,METALCO,"Iron & Steel","74.91653","97.3",,"0","0","0",,
Kesar Enterprises Ltd,KESARENT,"Sugar","74.912196624","77.21",,"0","0","0",,
Kotak PSU Bank ETF,KOTAKPSUBK,"Equity","74.910257103","453.6",,"0","0","0",,
Arham Technologies Ltd,ARHAM,"Home Electronics & Appliances","74.7864","86.5",,"0","0","0",,
Kanani Industries Ltd,KANANIIND,"Precious Metals, Jewellery & Watches","74.69517","7.55",,"0","0","0",,
Creative Castings Ltd,CREATIVE,"Metals - Iron","74.62","593.95",,"0","0","0",,
Eiko Lifesciences Ltd,EIKO,,"74.5691941","56.44",,"0","0","0",,
Regency Ceramics Ltd,REGENCERAM,"Building Products - Ceramics","74.56527252000001","28.2",,"0","0","0",,
KLK Electrical Ltd,EDVENSWA,,"74.52864","41.58",,"0","0","0",,
Ganga Papers India Ltd,GANGAPA,"Paper Products","74.45410228600001","68.16",,"0","0","0",,
Delton Cables Ltd,DLTNCBL,,"74.3904","87.01",,"0","0","0",,
Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,"Packaged Foods & Meats","74.31119316","130",,"0","0","0",,
Kaycee Industries Ltd,KAYCEEI,"Electrical Components & Equipments","74.297982","11550",,"0","0","0",,
Invesco India Gold Exchange Traded Fund,IVZINGOLD,"Gold","74.215319455","5331.35",,"0","0","0",,
Seya Industries Ltd,SEYAIND,"Specialty Chemicals","73.8661012","27.8",,"0","0","0",,
Banka BioLoo Ltd,BANKA,"Business Support Services","73.86522342","67.4",,"0","0","0",,
Bengal Tea & Fabrics Ltd,BENGALT,"Textiles","73.731999195","82.5",,"0","0","0",,
Vertexplus Technologies Ltd,VERTEXPLUS,"IT Services & Consulting","73.42664","137.35",,"0","0","0",,
Apoorva Leasing Finance and Investment Company Ltd,APOORVA,"Diversified Financials","73.307883","20.79",,"0","0","0",,
Barak Valley Cements Ltd,BVCL,"Cement","73.2388","33.2",,"0","0","0",,
B & A Ltd,BNALTD,"Agro Products","73.098","239",,"0","0","0",,
Golden Tobacco Ltd,GOLDENTOBC,"FMCG - Tobacco","73.0765283","42",,"0","0","0",,
Biofil Chemicals and Pharmaceuticals Ltd,BIOFILCHEM,"Pharmaceuticals","72.906624","46.9",,"0","0","0",,
Goblin India Ltd,GOBLIN,,"72.880752024","53",,"0","0","0",,
COSCO India Ltd,COSCO,"Theme Parks & Gaming","72.879915","174.8",,"0","0","0",,
Eco Hotels and Resorts Ltd,ECOHOTELS,,"72.648097084","40.73",,"0","0","0",,
Asit C Mehta Financial Services Ltd,ASITCFIN,"Diversified Financials","72.6292924","141.55",,"0","0","0",,
Katare Spinning Mills Ltd,KATRSPG,"Textiles","72.5325","255",,"0","0","0",,
Shraddha Prime Projects Ltd,SHRADDHA,,"72.51970367999999","35.95",,"0","0","0",,
Aplab Ltd,APLAB,"Electronic Equipments","72.36225","68.5",,"0","0","0",,
Raminfo Ltd,RAMINFO,"Software Services","72.33275736","106",,"0","0","0",,
ITL Industries Ltd,ITL,"Industrial Machinery","72.064707","226",,"0","0","0",,
HKG Ltd,URSUGAR,,"71.925","13.05",,"0","0","0",,
JMD Ventures Ltd,JMDVL,,"71.9151328","24.93",,"0","0","0",,
Keynote Financial Services Ltd,KEYFINSERV,"Investment Banking & Brokerage","71.83269966499999","97.1",,"0","0","0",,
Golkunda Diamonds and Jewellery Ltd,GOLKUNDIA,,"71.730024","103.15",,"0","0","0",,
India Steel Works Ltd,ISWL,"Iron & Steel","71.6545665","1.83",,"0","0","0",,
Aruna Hotels Ltd,ARUNAHTEL,"Hotels, Resorts & Cruise Lines","71.6307","21.19",,"0","0","0",,
Saboo Sodium Chloro Ltd,SABOOSOD,"Packaged Foods & Meats","71.57391255","17.19",,"0","0","0",,
SE Power Ltd,SEPOWER,"Renewable Energy","71.4736","17.65",,"0","0","0",,
Jayant Infratech Ltd,JAYANT,,"71.373262158","72.5",,"0","0","0",,
Medico Intercontinental Ltd,MIL,"Pharmaceuticals","71.2","72.44",,"0","0","0",,
Magson Retail and Distribution Ltd,MAGSON,"FMCG - Foods","71.16025","81.95",,"0","0","0",,
Kanishk Steel Industries Ltd,KANSHST,"Iron & Steel","70.777388186","24.96",,"0","0","0",,
Mirae Asset Nifty Financial Services ETF,MAFSETF,"Equity","70.75370617","20.85",,"0","0","0",,
Godavari Drugs Ltd,GODAVARI,"Pharmaceuticals","70.7189255","93.9",,"0","0","0",,
Global Pet Industries Ltd,GLOBALPET,"Industrial Machinery","70.66508576","75.8",,"0","0","0",,
K G Denim Ltd,KGDENIM,"Textiles","70.273278325","28",,"0","0","0",,
Celebrity Fashions Ltd,CELEBRITY,"Apparel & Accessories","70.2703469","13",,"0","0","0",,
Nilachal Refractories Ltd,NILACHAL,"Cement","70.2470025","34.99",,"0","0","0",,
Ushanti Colour Chem Ltd,UCL,"Specialty Chemicals","70.05156","63",,"0","0","0",,
Godha Cabcon & Insulation Ltd,GODHA,"Cables","69.9552","1",,"0","0","0",,
Ganga Forging Ltd,GANGAFORGE,"Iron & Steel","69.9365106","6.6",,"0","0","0",,
Ind Swift Ltd,INDSWFTLTD,"Pharmaceuticals","69.87240237","12.9",,"0","0","0",,
Siti Networks Ltd,SITINET,"Cable & D2H","69.76430784","0.8",,"0","0","0",,
Emerald Leasing Finance and Investment Co Ltd,EMERALD,,"69.54140055","23.37",,"0","0","0",,
Candour Techtex Ltd,CANDOUR,,"69.459715563","42.45",,"0","0","0",,
Agro Phos India Ltd,AGROPHOS,"Fertilizers & Agro Chemicals","69.438843875","34.2",,"0","0","0",,
Vidli Restaurants Ltd,VIDLI,,"69.367875","63",,"0","0","0",,
Sona Hi Sona Jewellers (Gujarat) Ltd,SONAHISONA,"Precious Metals, Jewellery & Watches","69.23956875","41.25",,"0","0","0",,
Shetron Ltd,SHETR,"Packaging","69.1633506","79",,"0","0","0",,
Tirupati Forge Ltd,TIRUPATIFL,"Auto Parts","69.09","7.3",,"0","0","0",,
Relicab Cable Manufacturing Ltd,RELICAB,"Cables","69.04748808","68.4",,"0","0","0",,
Tejnaksh Healthcare Ltd,TEJNAKSH,"Hospitals & Diagnostic Centres","68.9037312","33",,"0","0","0",,
Tree House Education and Accessories Ltd,TREEHOUSE,"Education Services","68.7549265","16.05",,"0","0","0",,
Athena Global Technologies Ltd,ATHENAGLO,"IT Services & Consulting","68.66616","53.8",,"0","0","0",,
Gujarat Intrux Ltd,GUJINTRX,"Iron & Steel","68.568588","201.95",,"0","0","0",,
Future Enterprises Ltd,FEL,"Conglomerates","68.527227315","1",,"0","0","0",,
Divyashakti Ltd,DIVSHKT,"Building Products - Granite","68.4933629","67.65",,"0","0","0",,
Maharashtra Corp Ltd,MAHACORP,"Textiles","68.20799832","1.09",,"0","0","0",,
Bhandari Hosiery Exports Ltd,BHANDARI,"Apparel & Accessories","68.13503175","4.6",,"0","0","0",,
Royale Manor Hotels and Industries Ltd,RAYALEMA,"Hotels, Resorts & Cruise Lines","68.0514488","37.5",,"0","0","0",,
Jaysynth Dyestuff India Ltd,JAYSYN,"Commodity Chemicals","67.7101424","81.42",,"0","0","0",,
Uniply Industries Ltd,UNIPLY,"Wood Products","67.4034106008989","4",,"0","0","0",,
Baba Arts Ltd,BABA,"Movies & TV Serials","67.3575","12.59",,"0","0","0",,
Flomic Global Logistics Ltd,FLOMIC,,"67.356","92.62",,"0","0","0",,
GTN Industries Ltd,GTNINDS,"Textiles","67.319970764","38",,"0","0","0",,
Aro Granite Industries Ltd,AROGRANITE,"Building Products - Granite","66.7845","43.6",,"0","0","0",,
AAA Technologies Ltd,AAATECH,"IT Services & Consulting","66.763494","56.65",,"0","0","0",,
Rex Pipes and Cables Industries Ltd,REXPIPES,"Building Products - Pipes","66.607","81.3",,"0","0","0",,
Mahickra Chemicals Ltd,MAHICKRA,"Specialty Chemicals","66.4798796","81.85",,"0","0","0",,
Veeram Securities Ltd,VSL,"Precious Metals, Jewellery & Watches","66.337027204","8.9",,"0","0","0",,
Cian Healthcare Ltd,CHCL,"Pharmaceuticals","66.313761892","26.73",,"0","0","0",,
Lakshmi Automatic Loom Works Ltd,LXMIATO,"Industrial Machinery","66.20625","976",,"0","0","0",,
Makers Laboratories Ltd,MAKERSL,"Pharmaceuticals","66.05470932","112.95",,"0","0","0",,
P B M Polytex Ltd,PBMPOLY,"Textiles","66.05235004","96.65",,"0","0","0",,
A B Infrabuild Ltd,ABINFRA,"Construction & Engineering","65.93271123","29.35",,"0","0","0",,
Achyut Healthcare Ltd,ACHYUT,,"65.88225","47",,"0","0","0",,
Abhinav Capital Services Ltd,ABHICAP,"Diversified Financials","65.7975492","95.75",,"0","0","0",,
Anjani Foods Ltd,ANJANIFOODS,,"65.5960683","23.49",,"0","0","0",,
Scanpoint Geomatics Ltd,SCANPGEOM,"IT Services & Consulting","65.49534936","9.2",,"0","0","0",,
DK Enterprises Global Ltd,DKEGL,"Packaging","65.24452","86.6",,"0","0","0",,
Trident Texofab Ltd,TTFL,"Textiles","65.153547","63",,"0","0","0",,
Sangam Finserv Ltd,SANGAMFIN,,"65.0900441","73.3",,"0","0","0",,
MM Rubber Company Ltd,MMRUBBR-B,"Home Furnishing","64.99017483","107.1",,"0","0","0",,
Shilp Gravures Ltd,SHILGRAVQ,"Industrial Machinery","64.88039","105.15",,"0","0","0",,
Ambica Agarbathies Aroma & Industries Ltd,AMBICAAGAR,"Specialty Chemicals","64.758798","36.65",,"0","0","0",,
Laxmi Goldorna House Ltd,LGHL,"Precious Metals, Jewellery & Watches","64.494171","30.9",,"0","0","0",,
Precision Metaliks Ltd,PRECISION,"Metals - Aluminium","64.30460603","41.4",,"0","0","0",,
Tirupati Starch & Chemicals Ltd,TIRUSTA,"Commodity Chemicals","64.08521064","79",,"0","0","0",,
Morarjee Textiles Ltd,MORARJEE,"Textiles","64.0694164","18.45",,"0","0","0",,
Sambandam Spinning Mills Ltd,SAMBANDAM,"Textiles","63.990323","151.6",,"0","0","0",,
Sanjivani Paranteral Ltd,SANJIVIN,"Pharmaceuticals","63.9191319","64.5",,"0","0","0",,
Austin Engineering Company Ltd,AUSTENG,"Industrial Machinery","63.730685","189.8",,"0","0","0",,
Orient Press Ltd,ORIENTLTD,"Packaging","63.65","63.5",,"0","0","0",,
Agri-Tech (India) Ltd,AGRITECH,"Agro Products","63.6471","107.85",,"0","0","0",,
Inditrade Capital Ltd,INDICAP,"Consumer Finance","63.57214773","27.5",,"0","0","0",,
Bombay Rayon Fashions Ltd,BRFL,"Apparel & Accessories","63.4952958","2",,"0","0","0",,
Arnold Holdings Ltd,ARNOLD,"Diversified Financials","63.488325","21",,"0","0","0",,
Birla Tyres Ltd,BIRLATYRE,"Tires & Rubber","63.452585154999994","4.4",,"0","0","0",,
Morarka Finance Ltd,MORARKFI,,"63.4120785","134.75",,"0","0","0",,
Shiva Global Agro Industries Ltd,SHIVAAGRO,"Fertilizers & Agro Chemicals","63.335634","64",,"0","0","0",,
Zodiac Ventures Ltd,ZODIACVEN,"Real Estate","63.20655","17.27",,"0","0","0",,
Sir Shadi Lal Enterprises Ltd,SSLEL,"Sugar","63.105","120.8",,"0","0","0",,
Warren Tea Ltd,WARRENTEA,"Agro Products","62.86122904","53.45",,"0","0","0",,
Party Cruisers Ltd,PARTYCRUS,"Hotels, Resorts & Cruise Lines","62.776","54.85",,"0","0","0",,
Reliable Data Services Ltd,RELIABLE,"Outsourced services","62.5908","60.65",,"0","0","0",,
HOV Services Ltd,HOVS,"Outsourced services","61.84131252","49.1",,"0","0","0",,
Retina Paints Ltd,RETINA,,"61.8239","45",,"0","0","0",,
Shreyas Intermediates Ltd,SHREYASI,"Specialty Chemicals","61.642893","9.12",,"0","0","0",,
Gujarat Hotels Ltd,GUJHOTE,"Hotels, Resorts & Cruise Lines","61.566056325","165",,"0","0","0",,
Virat Crane Industries Ltd,VIRATCRA,"Agro Products","61.516335","29.51",,"0","0","0",,
Gujarat State Financial Corp,GUJSTATFIN,"Specialized Finance","61.48866","6.99",,"0","0","0",,
Shrenik Ltd,SHRENIK,"Paper Products","61.2","1",,"0","0","0",,
Escorp Asset Management Ltd,ESCORP,,"61.1415805","55",,"0","0","0",,
Ashok Alco-Chem Ltd,ASHOKALC,"Commodity Chemicals","61.028150238","123.05",,"0","0","0",,
Lactose India Ltd,LACTOSE,"Pharmaceuticals","60.842637","49.29",,"0","0","0",,
Shiva Mills Ltd,SHIVAMILLS,"Textiles","60.7087012","71.3",,"0","0","0",,
Joonktollee Tea & Industries Ltd,JOONKTOLL,,"60.68324465","73.25",,"0","0","0",,
Raj Oil Mills Ltd,ROML,"Packaged Foods & Meats","60.55428336","40.65",,"0","0","0",,
HB Estate Developers Ltd,HBESD,"Real Estate","60.520435170000006","30.14",,"0","0","0",,
Gorani Industries Ltd,GORANIN,"Home Electronics & Appliances","60.463315","110",,"0","0","0",,
ATV Projects India Ltd,ATVPR,"Industrial Machinery","60.182042525","11.28",,"0","0","0",,
Poddar Housing and Development Ltd,PODDARHOUS,"Real Estate","60.18090969","93.85",,"0","0","0",,
Vaswani Industries Ltd,VASWANI,"Iron & Steel","60.15","20",,"0","0","0",,
Visagar Financial Services Ltd,VISAGAR,"Diversified Financials","60.143311435","1.08",,"0","0","0",,
Hindustan Hardy Ltd,HINDHARD,,"60.05038375","411.95",,"0","0","0",,
Cimmco Ltd,CIMMCO,"Rail","59.986409546881106","21.8",,"0","0","0",,
Earthstahl & Alloys Ltd,EARTH,,"59.976","58.8",,"0","0","0",,
Simmonds Marshall Ltd,SIMMOND,"Industrial Machinery","59.9312","54.01",,"0","0","0",,
Aryaman Capital Markets Ltd,ARYACAPM,"Diversified Financials","59.88563","50",,"0","0","0",,
Consolidated Construction Consortium Ltd,CCCL,"Construction & Engineering","59.7766782","1.5",,"0","0","0",,
Manugraph India Ltd,MANUGRAPH,"Industrial Machinery","59.765594865","18.75",,"0","0","0",,
Source Natural Foods and Herbal Supplements Ltd,SOURCENTRL,"Pharmaceuticals","59.663913439","91.5",,"0","0","0",,
Tera Software Ltd,TERASOFT,"IT Services & Consulting","59.619084375","48.65",,"0","0","0",,
Sunil Healthcare Ltd,SUNLOC,"Pharmaceuticals","59.3339835","57.5",,"0","0","0",,
Hariyana Ship Breakers Ltd,HRYNSHP,"Commodities Trading","59.298669872000005","102",,"0","0","0",,
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","59.2933905","10.97",,"0","0","0",,
Aakash Exploration Services Ltd,AAKASH,"Oil & Gas - Equipment & Services","59.23125","5.85",,"0","0","0",,
Lucent Industries Ltd,LUCENT,"Education Services","59.22","39.48",,"0","0","0",,
Nakoda Group of Industries Ltd,NGIL,"Packaged Foods & Meats","59.0685225","53.1",,"0","0","0",,
Crown Lifters Ltd,CROWN,"Heavy Machinery","58.8165","56.5",,"0","0","0",,
Kesar Petroproducts Ltd,KESARPE,"Commodity Chemicals","58.77728736","6.06",,"0","0","0",,
Isl Consulting Ltd,ISLCONSUL,"Investment Banking & Brokerage","58.56","24.3",,"0","0","0",,
Olympia Industries Ltd,OLYMPTX,,"58.39851115","97",,"0","0","0",,
BDR Buildcon Ltd,BDR,"Real Estate","58.243425","87.65",,"0","0","0",,
Modulex Construction Technologies Ltd,MODULEX,"Construction & Engineering","58.198702026","8.5",,"0","0","0",,
Colorchips New Media Ltd,COLORCHIPS,,"58.173858","6.77",,"0","0","0",,
Siddhika Coatings Ltd,SIDDHIKA,"Construction & Engineering","58.1598375","190.75",,"0","0","0",,
Amrapali Industries Ltd,AMRAPLIN,"Commodities Trading","58.09393732","11.3",,"0","0","0",,
Viaz Tyres Ltd,VIAZ,"Tires & Rubber","58.008485","48.5",,"0","0","0",,
East West Holdings Ltd,EASTWEST,"Investment Banking & Brokerage","57.900972822","4.56",,"0","0","0",,
Precision Electronics Ltd,PRECISIO,"Communication & Networking","57.88678016","43",,"0","0","0",,
Polychem Ltd,POLYCHEM,"Specialty Chemicals","57.776414775","1427",,"0","0","0",,
Gujarat Credit Corporation Ltd,GUJCRED,"Real Estate","57.75","22.5",,"0","0","0",,
Moksh Ornaments Ltd,MOKSH,"Precious Metals, Jewellery & Watches","57.684559125","11.1",,"0","0","0",,
Thomas Scott (India) Ltd,THOMASCOTT,"Retail - Apparel","57.560430270000005","76.6",,"0","0","0",,
Nagreeka Exports Ltd,NAGREEKEXP,"Textiles","57.373623","45.25",,"0","0","0",,
Sambhaav Media Ltd,SAMBHAAV,"Publishing","57.333252","3.05",,"0","0","0",,
Supreme Infrastructure India Ltd,SUPREMEINF,"Construction & Engineering","57.307369560000005","22.95",,"0","0","0",,
D & H India Ltd,DHINDIA,"Industrial Machinery","57.266872","68.3",,"0","0","0",,
SM Auto Stamping Ltd,SMAUTO,,"57.122752336000005","39.98",,"0","0","0",,
Prithvi Exchange (India) Ltd,PRITHVIEXCH,"Investment Banking & Brokerage","57.087578","68.5",,"0","0","0",,
Real Eco Energy Ltd,REALECO,,"56.8","28.2",,"0","0","0",,
Alfred Herbert (India) Ltd,ALFREDHE,"Industrial Machinery","56.79260298","767",,"0","0","0",,
Sky Industries Ltd,SKYIND,"Textiles","56.646193839","70.3",,"0","0","0",,
AJR Infra and Tolling Ltd,AJRINFRA,"Construction & Engineering","56.50984344","0.6",,"0","0","0",,
Texel Industries Ltd,TEXELIN,"Agricultural & Farm Machinery","56.493053286","68.4",,"0","0","0",,
Excel Realty N Infra Ltd,EXCEL,"Construction & Engineering","56.4278022","0.4",,"0","0","0",,
Nhc Foods Ltd,NHCFOODS,"Packaged Foods & Meats","56.417945","47",,"0","0","0",,
Banaras Beads Ltd,BANARBEADS,"Apparel & Accessories","56.407887","84.2",,"0","0","0",,
Anand Rayons Ltd,ARL,"Textiles","56.282612076","37.4",,"0","0","0",,
Vadivarhe Speciality Chemicals Ltd,VSCL,"Specialty Chemicals","56.2441","45",,"0","0","0",,
Zenith Steel Pipes & Industries Ltd,ZENITHSTL,"Building Products - Pipes","56.20077696","3.95",,"0","0","0",,
Uma Converter Ltd,UMA,"Packaging","56.15977222000001","27.7",,"0","0","0",,
Perfectpac Ltd,PERFEPA,,"56.006395","83.5",,"0","0","0",,
Advance Metering Technology Ltd,AMTL,"Electrical Components & Equipments","55.928154078","36.57",,"0","0","0",,
Ansal Buildwell Ltd,ANSALBU,"Real Estate","55.784933865","76",,"0","0","0",,
IO System Ltd,TIHIL,,"55.54885","19.85",,"0","0","0",,
Simran Farms Ltd,SIMRAN,"Packaged Foods & Meats","55.434654","147.25",,"0","0","0",,
Bang Overseas Ltd,BANG,"Apparel & Accessories","55.257","42.25",,"0","0","0",,
Vantage Knowledge Academy Ltd,VKAL,"Publishing","55.230875","169",,"0","0","0",,
Zenith Exports Ltd,ZENITHEXPO,"Textiles","55.23061875","102.35",,"0","0","0",,
Kamadgiri Fashion Ltd,KAMADGIRI,"Textiles","55.1720874","98.7",,"0","0","0",,
Welcast Steels Ltd,ZWELCAST,"Metals - Diversified","55.102011545","850.05",,"0","0","0",,
Acrow India Ltd,ACROW,"Industrial Machinery","55.0272","831.1",,"0","0","0",,
Axis Technology ETF,AXISTECETF,"Equity","54.986265108","324.97",,"0","0","0",,
Angel Fibers Ltd,ANGEL,"Textiles","54.95","21.98",,"0","0","0",,
AK Spintex Ltd,AKSPINTEX,,"54.94671","111",,"0","0","0",,
Optimus Finance Ltd,OPTIFIN,,"54.8840435","74",,"0","0","0",,
Khemani Distributors & Marketing Ltd,KDML,"Commodities Trading","54.861912","23.88",,"0","0","0",,
Wallfort Financial Services Ltd,WALLFORT,"Investment Banking & Brokerage","54.8586136","56.06",,"0","0","0",,
Dhoot Industrial Finance Ltd,DHOOTIN,,"54.821286","84.61",,"0","0","0",,
Duro Pack Ltd,DUROPACK,"Packaging","54.804519","105.2",,"0","0","0",,
Goel Food Products Ltd,GOEL,,"54.6708","145",,"0","0","0",,
Alfavision Overseas (India) Ltd,ALFAVIO,,"54.445402","17.52",,"0","0","0",,
Malu Paper Mills Ltd,MALUPAPER,"Paper Products","54.33371125","32.1",,"0","0","0",,
Elegant Marbles and Grani Industries Ltd,ELEMARB,"Building Products - Granite","54.1863","147",,"0","0","0",,
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","54.15300567999999","186.95",,"0","0","0",,
Binayak Tex Processors Ltd,ZBINTXPP,"Textiles","54.12993","761",,"0","0","0",,
Nitin Fire Protection Industries Ltd,NITINFIRE,"Business Support Services","54.06988007","1.85",,"0","0","0",,
Polyspin Exports Ltd,POLYSPIN,"Packaging","54.05","53.95",,"0","0","0",,
Sunil Agro Foods Ltd,SUNILAGR,,"53.9771275","175.85",,"0","0","0",,
Fervent Synergies Ltd,FERVENTSYN,"Conglomerates","53.97","17.75",,"0","0","0",,
Pritish Nandy Communications Ltd,PNC,"Movies & TV Serials","53.96191","37.4",,"0","0","0",,
ANI Integrated Services Ltd,AISL,"Construction & Engineering","53.812396","55.55",,"0","0","0",,
ICICI Prudential Sensex ETF,ICICISENSX,"Equity","53.792091600000006","747.41",,"0","0","0",,
Chowgule Steamships Ltd,CHOWGULSTM,"Logistics","53.700160575","14.2",,"0","0","0",,
Marvel Decor Ltd,MDL,"Home Furnishing","53.676441","33.05",,"0","0","0",,
Dynavision Ltd,DYNAVSN,"Diversified Financials","53.28","138.75",,"0","0","0",,
Aarvee Denims and Exports Ltd,AARVEEDEN,"Apparel & Accessories","53.253746","21.7",,"0","0","0",,
Kwality Ltd,KWALITY,"FMCG - Foods","53.09796404","2.2",,"0",,,,
Saptarishi Agro Industries Ltd,SPTRSHI,"Agro Products","52.870253268","16.19",,"0","0","0",,
Biogen Pharmachem Industries Ltd,BIOGEN,,"52.860843","0.8",,"0","0","0",,
Joindre Capital Services Ltd,JOINDRE,"Investment Banking & Brokerage","52.813767819999995","35.59",,"0","0","0",,
Sam Industries Ltd,SAMINDUS,"Real Estate","52.77002873","49.96",,"0","0","0",,
Galaxy Cloud Kitchens Ltd,GCKL,"Hotels, Resorts & Cruise Lines","52.756829276","11.84",,"0","0","0",,
Suumaya Industries Ltd,SUULD,"Apparel & Accessories","52.7186604","8",,"0","0","0",,
Shristi Infrastructure Development Corporation Ltd,SHRISTI,"Construction & Engineering","52.7028","24.98",,"0","0","0",,
Bhatia Colour Chem Ltd,BCCL,,"52.605125","43",,"0","0","0",,
Modipon Ltd,MODIPON,"Real Estate","52.55816806","43.08",,"0","0","0",,
Krishanveer Forge Ltd,KVFORGE,,"52.5200594","48.7",,"0","0","0",,
Cubex Tubings Ltd,CUBEXTUB,"Metals - Copper","52.4074485","36.3",,"0","0","0",,
Upsurge Investment and Finance Ltd,UPSURGE,"Diversified Financials","52.3060848","35.22",,"0","0","0",,
Sandu Pharmaceuticals Ltd,SANDUPHQ,"FMCG - Personal Products","52.30459986","55",,"0","0","0",,
JFL Life Sciences Ltd,JFLLIFE,"Pharmaceuticals","52.187602545","47.85",,"0","0","0",,
Hemang Resources Ltd,HEMANG,,"52.1532","39.65",,"0","0","0",,
Universal Starch Chem Allied Ltd,UNIVSTAR,"Packaged Foods & Meats","52.143","124.5",,"0","0","0",,
Best Eastern Hotels Ltd,BESTEAST,,"52.01595","30.83",,"0","0","0",,
Emerald Leisures Ltd,EMERALL,"Wellness Services","51.463736","107.94",,"0","0","0",,
Timescan Logistics India Ltd,TIMESCAN,"Logistics","51.3618","147",,"0","0","0",,
Times Guaranty Ltd,TIMESGTY,"Investment Banking & Brokerage","51.2609493","57.4",,"0","0","0",,
National Plastic Industries Ltd,NATPLAS,"Plastic Products","51.2535744","57.49",,"0","0","0",,
