Name,Ticker,"Sub-Sector","Market Cap","Earnings Quality Rank","Fundamental Score","Price Momentum Rank","Price to Intrinsic Value Rank","Value Momentum Rank"
Royale Manor Hotels and Industries Ltd,RAYALEMA,"Hotels, Resorts & Cruise Lines","67.3905718","17",,"81",,"70"
Ushanti Colour Chem Ltd,UCL,"Specialty Chemicals","66.96105",,,,,
Lakshmi Automatic Loom Works Ltd,LXMIATO,"Industrial Machinery","66.87165625","30",,"77","54","72"
Flomic Global Logistics Ltd,FLOMIC,,"66.8016","62",,"6","99","66"
Baba Arts Ltd,BABA,"Movies & TV Serials","66.675","60",,"1",,"1"
Sanjivani Paranteral Ltd,SANJIVIN,"Pharmaceuticals","66.488695","97",,"21","90","55"
Trident Texofab Ltd,TTFL,"Textiles","66.3820992","24",,"6",,"7"
Cian Healthcare Ltd,CHCL,"Pharmaceuticals","66.138791544","25",,,,
Sona Hi Sona Jewellers (Gujarat) Ltd,SONAHISONA,"Precious Metals, Jewellery & Watches","65.9664255","43",,,,
Achyut Healthcare Ltd,ACHYUT,,"65.88225","2",,,,
Arnold Holdings Ltd,ARNOLD,"Diversified Financials","65.5635","16",,"65",,"89"
Integrated Personnel Services Ltd,IPSL,"Employment Services","65.5071759","32",,,"85",
Abhinav Capital Services Ltd,ABHICAP,"Diversified Financials","65.3474502","7",,"58","85","89"
Sangam Finserv Ltd,SANGAMFIN,,"65.25785","80",,"40","98","86"
Goblin India Ltd,GOBLIN,,"65.045449332","17",,,,
Austin Engineering Company Ltd,AUSTENG,"Industrial Machinery","65.03486","39",,"96","67","90"
Shreyas Intermediates Ltd,SHREYASI,"Specialty Chemicals","64.9021724",,,"28",,"7"
Sir Shadi Lal Enterprises Ltd,SSLEL,"Sugar","64.81125","32",,"30",,"69"
MM Rubber Company Ltd,MMRUBBR-B,"Home Furnishing","64.8032424","54",,"53",,"45"
Vertexplus Technologies Ltd,VERTEXPLUS,"IT Services & Consulting","64.631882","15",,,"52",
Keynote Financial Services Ltd,KEYFINSERV,"Investment Banking & Brokerage","64.603810495","27",,"33","100","81"
Shilp Gravures Ltd,SHILGRAVQ,"Industrial Machinery","64.542151","43",,"65","99","95"
Retina Paints Ltd,RETINA,,"64.09612","14",,,,
Precision Metaliks Ltd,PRECISION,"Metals - Aluminium","63.81683405",,,"52",,
Gorani Industries Ltd,GORANIN,"Home Electronics & Appliances","63.600436","8",,"6","32","2"
Orient Press Ltd,ORIENTLTD,"Packaging","63.6","17",,"30",,"15"
Bombay Rayon Fashions Ltd,BRFL,"Apparel & Accessories","63.4952958","8",,,,
Anjani Foods Ltd,ANJANIFOODS,,"63.3042585","12",,"37",,"17"
Rex Pipes and Cables Industries Ltd,REXPIPES,"Building Products - Pipes","63.21","35",,,,
Nidan Laboratories & Healthcare Ltd,NIDAN,"Hospitals & Diagnostic Centres","62.967","23",,"27",,"66"
Zodiac Ventures Ltd,ZODIACVEN,"Real Estate","62.94552","57",,"11",,"3"
Party Cruisers Ltd,PARTYCRUS,"Hotels, Resorts & Cruise Lines","62.944","13",,"2",,"7"
Nakoda Group of Industries Ltd,NGIL,"Packaged Foods & Meats","62.8542525","73",,"8",,"12"
Inditrade Capital Ltd,INDICAP,"Consumer Finance","62.826979698","2",,"14","100","79"
Birla Tyres Ltd,BIRLATYRE,"Tires & Rubber","62.73963476","23","2",,,
Shiva Global Agro Industries Ltd,SHIVAAGRO,"Fertilizers & Agro Chemicals","62.616138","12",,"19","100","60"
Reliable Data Services Ltd,RELIABLE,"Outsourced services","62.5908","57",,,"78",
Goel Food Products Ltd,GOEL,,"62.437824","5",,,"90",
Vantage Knowledge Academy Ltd,VKAL,"Publishing","62.348775","15",,,,
Vadivarhe Speciality Chemicals Ltd,VSCL,"Specialty Chemicals","62.2519925",,,,,
Warren Tea Ltd,WARRENTEA,"Agro Products","62.1441808","1",,"6","95","26"
Scanpoint Geomatics Ltd,SCANPGEOM,"IT Services & Consulting","62.099294208","14",,"1",,"2"
Raj Oil Mills Ltd,ROML,"Packaged Foods & Meats","62.053151760000006","20","4.2134328358209","8",,"3"
Poddar Housing and Development Ltd,PODDARHOUS,"Real Estate","62.01511503","7",,"5",,"7"
Tirupati Starch & Chemicals Ltd,TIRUSTA,"Commodity Chemicals","61.924762251","28",,"57","98","83"
P B M Polytex Ltd,PBMPOLY,"Textiles","61.91805902000001","32",,"21","100","72"
Earthstahl & Alloys Ltd,EARTH,,"61.812","34",,,"97",
Sambandam Spinning Mills Ltd,SAMBANDAM,"Textiles","61.772731","16",,"25","100","78"
HOV Services Ltd,HOVS,"Outsourced services","61.58941307999999","66","3.35357142857143","2","85","22"
Laxmi Goldorna House Ltd,LGHL,"Precious Metals, Jewellery & Watches","61.4677455",,,,,
Joonktollee Tea & Industries Ltd,JOONKTOLL,,"61.296290398000004","25",,"9",,"41"
Morarjee Textiles Ltd,MORARJEE,"Textiles","61.2837896","46","0.983606557377049","45",,"56"
Shrenik Ltd,SHRENIK,"Paper Products","61.2","10","2.51578947368421","12",,"3"
Escorp Asset Management Ltd,ESCORP,"0","61.1415805","55",,,"78",
Amrapali Industries Ltd,AMRAPLIN,"Commodities Trading","61.127160596","13",,"21",,"8"
Aryaman Capital Markets Ltd,ARYACAPM,"Diversified Financials","61.0833426","18",,,,
Shiva Mills Ltd,SHIVAMILLS,"Textiles","60.83832832","32","6.73770491803279","24","100","57"
Raminfo Ltd,RAMINFO,"Software Services","60.765155639999996","99",,"8","100","68"
DK Enterprises Global Ltd,DKEGL,"Packaging","60.73972","28",,,"81",
Gujarat Intrux Ltd,GUJINTRX,"Iron & Steel","60.667398","24",,"88","83","92"
Vaswani Industries Ltd,VASWANI,"Iron & Steel","60.3","59",,"71",,"82"
Bizotic Commercial Ltd,BIZOTIC,,"60.1794","67",,,,
Cimmco Ltd,CIMMCO,"Rail","59.986409546881106",,,,,
Source Natural Foods and Herbal Supplements Ltd,SOURCENTRL,"Pharmaceuticals","59.8634583","7",,,,
Consolidated Construction Consortium Ltd,CCCL,"Construction & Engineering","59.7766782","22",,,,
Isl Consulting Ltd,ISLCONSUL,"Investment Banking & Brokerage","59.76","34",,"91",,"69"
Global Pet Industries Ltd,GLOBALPET,,"59.60531472",,,,,
Simmonds Marshall Ltd,SIMMOND,"Industrial Machinery","59.3264","50",,"52",,"80"
Real Eco Energy Ltd,REALECO,,"59.3","57",,"46",,"17"
Moksh Ornaments Ltd,MOKSH,"Precious Metals, Jewellery & Watches","59.294360775","96",,"22",,"77"
Supreme Infrastructure India Ltd,SUPREMEINF,"Construction & Engineering","59.23474746",,,"23",,
Aakash Exploration Services Ltd,AAKASH,"Oil & Gas - Equipment & Services","59.23125","32","4.0375","33",,"79"
Lucent Industries Ltd,LUCENT,"Education Services","59.22","12",,,,
Perfectpac Ltd,PERFEPA,,"59.1962955","71",,"44",,"64"
HB Estate Developers Ltd,HBESD,"Real Estate","59.177698827","17",,"70",,"76"
Wallfort Financial Services Ltd,WALLFORT,"Investment Banking & Brokerage","59.09192","30",,"83","100","100"
Colorchips New Media Ltd,COLORCHIPS,,"58.9393035","32",,"1",,"4"
Agri-Tech (India) Ltd,AGRITECH,"Agro Products","58.8357","5",,"69",,"59"
Nagreeka Exports Ltd,NAGREEKEXP,"Textiles","58.74859","33",,"65","98","94"
Magson Retail and Distribution Ltd,MAGSON,"FMCG - Foods","58.60025",,,,,
Gujarat Hotels Ltd,GUJHOTE,"Hotels, Resorts & Cruise Lines","58.346668575","17",,"52","96","76"
BDR Buildcon Ltd,BDR,"Real Estate","58.243425",,,,,
Tera Software Ltd,TERASOFT,"IT Services & Consulting","58.18021875","2",,"10",,"4"
D & H India Ltd,DHINDIA,"Industrial Machinery","57.987416","23",,"90",,"85"
Uma Converter Ltd,UMA,"Packaging","57.98445796","18",,,,
Future Enterprises Ltd,FEL,"Conglomerates","57.96267679500001",,,,,
Sunil Healthcare Ltd,SUNLOC,"Pharmaceuticals","57.7342425","87",,"2","97","68"
Jaysynth Dyestuff India Ltd,JAYSYN,"Commodity Chemicals","57.5866419","28",,"23","98","64"
Arihant Academy Ltd,ARIHANTACA,"Education Services","57.5244","39",,,"82",
Virat Crane Industries Ltd,VIRATCRA,"Agro Products","57.49285625","21",,"20",,"24"
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","57.45144267999999","29",,"58","100","96"
Lactose India Ltd,LACTOSE,"Pharmaceuticals","57.40584","56",,"2",,"45"
Elegant Marbles and Grani Industries Ltd,ELEMARB,"Building Products - Granite","57.3522","8",,"42","90","59"
Kesar Petroproducts Ltd,KESARPE,"Commodity Chemicals","57.32718981","6",,,,
Olympia Industries Ltd,OLYMPTX,,"57.320292120000005","74",,"70",,"64"
Sam Industries Ltd,SAMINDUS,"Real Estate","57.283036020000004","55",,"82","92","98"
SM Auto Stamping Ltd,SMAUTO,,"57.122752336000005","69",,,,
East West Holdings Ltd,EASTWEST,"Investment Banking & Brokerage","57.113219904","26",,"14",,"2"
Suumaya Industries Ltd,SUULD,"Apparel & Accessories","57.1118821","11","7.36029411764706","20","100","55"
Polychem Ltd,POLYCHEM,"Specialty Chemicals","56.9541832","5",,"80","10","69"
Anand Rayons Ltd,ARL,"Textiles","56.9419398","93",,"23",,"63"
Krishanveer Forge Ltd,KVFORGE,,"56.88488","16",,"61","86","73"
Nhc Foods Ltd,NHCFOODS,"Packaged Foods & Meats","56.88029","30",,"86",,"90"
Siddhika Coatings Ltd,SIDDHIKA,"Construction & Engineering","56.8622475","83",,,"46",
Gujarat State Financial Corp,GUJSTATFIN,"Specialized Finance","56.854732","14",,"36",,"25"
AK Spintex Ltd,AKSPINTEX,,"56.63234625",,,"96",,
ATV Projects India Ltd,ATVPR,"Industrial Machinery","56.62317505","23",,"41",,"66"
Manugraph India Ltd,MANUGRAPH,"Industrial Machinery","56.26786285","24","2.6921568627451","81",,"70"
Zenith Steel Pipes & Industries Ltd,ZENITHSTL,"Building Products - Pipes","56.20077696","23",,"31",,"10"
Precision Electronics Ltd,PRECISIO,"Communication & Networking","56.031079552","17",,,,
NRB Industrial Bearings Ltd,NIBL,"Industrial Machinery","55.9728015","10","2.86274509803922","57",,"28"
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","55.9689912","3",,"9",,"5"
Banaras Beads Ltd,BANARBEADS,"Apparel & Accessories","55.91017035","5","5.93529411764706","70","77","78"
Viaz Tyres Ltd,VIAZ,"Tires & Rubber","55.803305","13",,,,
Timescan Logistics India Ltd,TIMESCAN,"Logistics","55.44978","10",,,"76",
Sambhaav Media Ltd,SAMBHAAV,"Publishing","55.4221436","34","3.905","2",,"36"
Duro Pack Ltd,DUROPACK,"Packaging","55.384461","10",,"36",,"17"
Malu Paper Mills Ltd,MALUPAPER,"Paper Products","55.35726625","25",,"24",,"7"
Gujarat Credit Corporation Ltd,GUJCRED,"Real Estate","55.35","50",,"18",,"4"
Prithvi Exchange (India) Ltd,PRITHVIEXCH,"Investment Banking & Brokerage","55.272655","56",,"72",,"90"
Hariyana Ship Breakers Ltd,HRYNSHP,"Commodities Trading","55.105336312","8",,"45","82","52"
Zenith Exports Ltd,ZENITHEXPO,"Textiles","55.04175","5",,"62",,"49"
Himachal Fibres Ltd,HIMFIBP,,"55.0275","58",,"45",,"40"
Axis Technology ETF,AXISTECETF,"Equity","54.986265108",,,,,
Alfred Herbert (India) Ltd,ALFREDHE,"Industrial Machinery","54.96431625","11",,"64","78","71"
Optimus Finance Ltd,OPTIFIN,,"54.9587665","34",,"79","67","86"
ANI Integrated Services Ltd,AISL,"Construction & Engineering","54.926424","67",,,"96",
Simran Farms Ltd,SIMRAN,"Packaged Foods & Meats","54.9227745","3",,,,
Khemani Distributors & Marketing Ltd,KDML,"Commodities Trading","54.861912","17",,,,
Acrow India Ltd,ACROW,"Industrial Machinery","54.5376","24",,,,
Sky Industries Ltd,SKYIND,"Textiles","54.492076146","33",,"37",,"33"
Morarka Finance Ltd,MORARKFI,,"54.4528995","1",,"21","96","75"
Ansal Buildwell Ltd,ANSALBU,"Real Estate","54.41153906699999","95",,"8","100","42"
Welcast Steels Ltd,ZWELCAST,"Metals - Diversified","54.377698810000005","23",,"55",,"72"
Nitin Fire Protection Industries Ltd,NITINFIRE,"Business Support Services","54.06988007",,,,,
Dynavision Ltd,DYNAVSN,"Diversified Financials","53.952","86",,"5","94","45"
Universal Starch Chem Allied Ltd,UNIVSTAR,"Packaged Foods & Meats","53.865","95",,"8","100","74"
ICICI Prudential Sensex ETF,ICICISENSX,"Equity","53.792091600000006",,,,,
Dhoot Industrial Finance Ltd,DHOOTIN,,"53.753544","2",,,,
Bang Overseas Ltd,BANG,"Apparel & Accessories","53.387478","8",,"37","98","65"
Galaxy Cloud Kitchens Ltd,GCKL,"Hotels, Resorts & Cruise Lines","53.296081363999996","8",,"21",,"4"
Bhatia Colour Chem Ltd,BCCL,,"53.2168125","1",,"49",,"27"
Kwality Ltd,KWALITY,"FMCG - Foods","53.09796404","50","5.057894736842105",,,
Hemang Resources Ltd,HEMANG,,"53.0244","86",,"47","100","91"
Binani Industries Ltd,BINANIIND,"Cement","52.695174","1",,,,
Cubex Tubings Ltd,CUBEXTUB,"Metals - Copper","52.4074485","36","8.41666666666667","68",,"69"
Pritish Nandy Communications Ltd,PNC,"Movies & TV Serials","52.0812","43","7.28461538461538","1",,"7"
AJR Infra and Tolling Ltd,AJRINFRA,"Construction & Engineering","51.800857789999995","45",,,,
Thomas Scott (India) Ltd,THOMASCOTT,"Retail - Apparel","51.74941821","73",,,,
Marvel Decor Ltd,MDL,"Home Furnishing","51.6316242",,,,,
Upsurge Investment and Finance Ltd,UPSURGE,"Diversified Financials","51.6090744","3",,"43","100","86"
Power and Instrumentation (Gujarat) Ltd,PIGL,"Power Infrastructure","51.5799655","70",,,,
Chowgule Steamships Ltd,CHOWGULSTM,"Logistics","51.5579635","72",,"48","100","82"
Vivanza Biosciences Ltd,VIVANZA,"Pharmaceuticals","51.52","32",,,,
Swasti Vinayaka Synthetics Ltd,SWASTIVI,"Apparel & Accessories","51.39","60",,"43",,"34"
Best Eastern Hotels Ltd,BESTEAST,,"51.34195","32",,"43",,"17"
Polyspin Exports Ltd,POLYSPIN,"Packaging","51.27","80",,"42","100","88"
Crown Lifters Ltd,CROWN,"Heavy Machinery","51.26925","89",,"40",,"52"
Lee & Nee Softwares (Exports) Ltd,LEENEE,"IT Services & Consulting","51.200532","25",,"1",,"9"
Sunil Agro Foods Ltd,SUNILAGR,,"51.139387","3",,"36","24","13"
Jet Freight Logistics Ltd,JETFREIGHT,"Logistics","51.0441624","8",,"8",,"5"
Saptarishi Agro Industries Ltd,SPTRSHI,"Agro Products","51.033063","76",,"33",,"12"
Eighty Jewellers Ltd,EIGHTY,,"50.986005758999994","6",,,,
Biogen Pharmachem Industries Ltd,BIOGEN,,"50.903034","16",,"24",,"12"
Riba Textiles Ltd,RIBATEX,"Textiles","50.7740962","19",,"59","97","86"
Ceeta Industries Ltd,CEETAIN,,"50.7729024","1",,"22",,"6"
Alfavision Overseas (India) Ltd,ALFAVIO,,"50.662282","31",,"7",,"6"
Raw Edge Industrial Solutions Ltd,RAWEDGE,"Mining - Diversified","50.593752","37",,"32",,"25"
Phosphate Company Ltd,PHOSPHATE,"Fertilizers & Agro Chemicals","50.5588322","68",,"71","93","96"
Fervent Synergies Ltd,FERVENTSYN,"Conglomerates","50.55","11",,"89",,"79"
Arihant Foundations & Housing Ltd,ARIHANT,"Real Estate","50.4734","17",,"66",,"95"
Kamadgiri Fashion Ltd,KAMADGIRI,"Textiles","50.329856325","33",,"50",,"41"
Mohite Industries Ltd,MOHITE,"Textiles","50.3095491","32",,"55","99","83"
MSR India Ltd,MSRINDIA,"FMCG - Foods","50.24112","34",,"37",,"37"
National Plastic Industries Ltd,NATPLAS,"Plastic Products","50.2310592","9",,"60","82","73"
Sandu Pharmaceuticals Ltd,SANDUPHQ,"FMCG - Personal Products","50.227487010000004","16",,"8",,"7"
Vineet Laboratories Ltd,VINEETLAB,"Specialty Chemicals","50.10530848","46",,"4","99","58"
AVSL Industries Ltd,AVSL,"Specialty Chemicals","50.0592168","15",,,"97",
Swastika Investmart Ltd,SWASTIKA,"Diversified Financials","49.9153405","67",,"47","100","91"
Naturite Agro Products Ltd,NAPL,"Packaged Foods & Meats","49.9148","1",,,,
Dharni Capital Services Ltd,DHARNI,,"49.9065","43",,,,
Technopack Polymers Ltd,TECHNOPACK,,"49.896","38",,,"64",
Globe Textiles (India) Ltd,GLOBE,"Textiles","49.876695","34",,,,
Angel Fibers Ltd,ANGEL,"Textiles","49.875","60",,,"100",
JSG Leasing Ltd,COLABCLOUD,,"49.7862","20",,,,
Times Guaranty Ltd,TIMESGTY,"Investment Banking & Brokerage","49.55225099","11","6.26086956521739","45",,"40"
Jagan Lamps Ltd,JAGANLAM,,"49.549056821","9",,"86","83","86"
Saumya Consultants Ltd,SAUMYA,"Diversified Financials","49.432740556","7",,"6","99","37"
Dev Labtech Venture Ltd,DEVLAB,,"49.37869983","57",,,,
Excel Realty N Infra Ltd,EXCEL,"Construction & Engineering","49.374325","16",,"21",,"8"
Wires and Fabriks (SA) Ltd,WIREFABR,"Industrial Machinery","49.2973125","56",,"100","62","97"
Garment Mantra Lifestyle Ltd,GARMNTMNTR,,"49.28856855","50",,"50",,"72"
Binayak Tex Processors Ltd,ZBINTXPP,"Textiles","49.2468555","41",,,"98",
Kcl Infra Projects Ltd,KCLINFRA,"Construction & Engineering","49.23897","83",,"24",,"35"
Transwarranty Finance Ltd,TFL,"Diversified Financials","49.15808603","58","3.08181818181818","60",,"32"
Shree Krishna Infrastructure Ltd,SKIFL,"Real Estate","49.14","5",,,,
Auro Laboratories Ltd,AUROLAB,"Pharmaceuticals","49.0934025","5",,"12","85","22"
Uttam Galva Steels Ltd,UTTAMSTL,"Iron & Steel","49.079735535000005","15","0.708955223880597",,,
Quadrant Televentures Ltd,QUADRANT,"Telecom Services","48.98082144","56",,"6",,"22"
Pee Cee Cosma Sope Ltd,PCCOSMA,"FMCG - Household Products","48.955625","6",,"76","66","86"
Abm International Ltd,ABMINTLLTD,"Plastic Products","48.87456","31",,"1",,"12"
B C C Fuba India Ltd,BCCFUBA,,"48.8696796","8",,"79",,"68"
Sadhna Broadcast Ltd,SADHNA,"TV Channels & Broadcasters","48.72899898","57",,"1",,"3"
Innovassynth Investments Ltd,INOVSYNTH,"Specialty Chemicals","48.55607",,,"19",,"10"
Texel Industries Ltd,TEXELIN,"Agricultural & Farm Machinery","48.495291535","1",,"60",,"51"
Chartered Capital and Investment Ltd,CHRTEDCA,"Investment Banking & Brokerage","48.48676","2",,,,
Shalimar Productions Ltd,SHALPRO,"Movies & TV Serials","48.232087337","15",,"1",,"3"
Meera Industries Ltd,MEERA,"Industrial Machinery","48.182727551999996","19",,"40",,"56"
Advance Metering Technology Ltd,AMTL,"Electrical Components & Equipments","48.172398","35",,"50",,"70"
JSL Industries Ltd,JSLINDL,,"48.128588","13",,"93","89","92"
Terai Tea Co Ltd,TERAI,"Tea & Coffee","47.9143245","31",,"47","100","88"
Standard Surfactants Ltd,STDSFAC,,"47.8300143","37",,"31",,"19"
Deccan Health Care Ltd,DECCAN,"FMCG - Personal Products","47.720904","8",,"5",,"7"
Modern Dairies Ltd,MODAIRY,,"47.642476023","27",,,,
Shristi Infrastructure Development Corporation Ltd,SHRISTI,"Construction & Engineering","47.4414","42",,"14",,"26"
Karma Energy Ltd,KARMAENG,"Renewable Energy","47.4366638","21",,"69",,"89"
Tantia Constructions Ltd,TANTIACONS,"Construction & Engineering","47.280751210000005","10",,"29",,"12"
JFL Life Sciences Ltd,JFLLIFE,"Pharmaceuticals","47.07332748",,,,,
Aarvee Denims and Exports Ltd,AARVEEDEN,"Apparel & Accessories","47.036899","19",,"35",,"67"
Chennai Ferrous Industries Ltd,CHENFERRO,"Iron & Steel","47.020819905","34",,"2","100","48"
Future Supply Chain Solutions Ltd,FSC,"Logistics","46.95544986",,,,,
CIL Nova Petrochemicals Ltd,CNOVAPETRO,"Textiles","46.883","22",,"19",,"11"
We Win Ltd,WEWIN,"Outsourced services","46.63899","40",,"15",,"14"
MediCaps Ltd,MEDICAPQ,"Pharmaceuticals","46.400706276","41",,"19","100","77"
GKB Ophthalmics Ltd,GKB,"Health Care Equipment & Supplies","46.2725244","40",,"22",,"63"
Eyantra Ventures Ltd,PUNITCO,,"46.2672",,,,,
A B Cotspin India Ltd,ABCOTS,"Textiles","46.263439","82",,,"99",
Vijay Textiles Ltd,VIJAYTX,"Textiles","46.183515","2",,"65",,"48"
WSFx Global Pay Ltd,WSFIN,,"46.1251948","56",,"75",,"62"
Assam Entrade Ltd,ASSAMENT,,"46.07328","22",,,"85",
Remi Edelstahl Tubulars Ltd,REMIEDEL,"Iron & Steel","45.7746432","60",,"52",,"73"
Rasi Electrodes Ltd,RASIELEC,,"45.761835","16",,"69",,"64"
Gujarat Poly Electronics Ltd,GUJARATPOLY,,"45.657","14",,"46",,"28"
ABC India Ltd,ABCINDQ,"Logistics","45.623927904000006","5",,"33","81","44"
Urban Enviro Waste Management Ltd,URBAN,"nan","45.5949",,,,,
Advik Capital Ltd,ADVIKCA,,"45.58000896","3",,"10",,"4"
RBM Infracon Ltd,RBMINFRA,"Construction & Engineering","45.539195","32",,,,
Felix Industries Ltd,FELIX,"Water Management","45.48049",,,,,
Chartered Logistics Ltd,CHLOGIST,"Logistics","45.398396452","93",,"4",,"59"
U H Zaveri Ltd,UHZAVERI,,"45.3633","15",,,,
Ultra Wiring Connectivity System Ltd,UWCSL,"Auto Parts","45.32310341","89",,,,
ARSS Infrastructure Projects Ltd,ARSSINFRA,"Construction & Engineering","45.248552339999996","19",,,,
Vasundhara Rasayans Ltd,VRL,,"45.194004","87",,"88","71","95"
Phoenix International Ltd,PHOENXINTL,"Footwear","45.1639164","47",,"44",,"75"
Joindre Capital Services Ltd,JOINDRE,"Investment Banking & Brokerage","45.1068596","82",,"56","98","91"
Sical Logistics Ltd,SICAL,"Logistics","45.060594951268","54",,,,
Nippon India Nifty Pharma ETF,PHARMABEES,"Equity","45.057158312",,,,,
Kallam Textiles Ltd,KALLAM,"Textiles","45.047409386","83",,"28",,"75"
Yug Decor Ltd,YUG,,"45.0334728","10",,,,
Pattech Fitwell Tube Components Ltd,PATTECH,"Construction & Engineering","44.9916846","5",,,,
Swarnsarita Jewels India Ltd,SWARNSAR,"Precious Metals, Jewellery & Watches","44.88512","61",,"30","100","82"
Hindustan Hardy Ltd,HINDHARD,,"44.8785775","22",,"83","95","92"
Kisan Mouldings Ltd,KISAN,"Building Products - Pipes","44.868561125","75",,"27",,"43"
Ceejay Finance Ltd,CEEJAY,"Consumer Finance","44.781","17",,"85","99","100"
Dynamic Services & Security Ltd,DYNAMIC,"Employment Services","44.6100336","32",,"65",,"64"
Akash Infra-Projects Ltd,AKASH,"Construction & Engineering","44.60140243","32",,"16",,"12"
Beekay Niryat Ltd,BNL,,"44.5685746","23",,"60",,"85"
Emerald Leisures Ltd,EMERALL,"Wellness Services","44.4750808","25",,,,
Polylink Polymers (India) Ltd,POLYLINK,"Commodity Chemicals","44.3335575","35",,"19",,"10"
Containe Technologies Ltd,CONTAINE,,"44.3324","6",,,,
Spenta International Ltd,SPENTA,"Apparel & Accessories","44.31214578","43",,"80","72","80"
IEL Ltd,INDXTRA,"Commodities Trading","44.29038991","14",,,,
SKP Securities Ltd,SKPSEC,"Investment Banking & Brokerage","44.2435824","12",,"58","82","85"
