Name,Ticker,"Sub-Sector","Market Cap","Close Price","Value Momentum Rank","Price to Intrinsic Value Rank","Price Momentum Rank","Fundamental Score","Earnings Quality Rank"
Silicon Rental Solutions Ltd,SRSOLTD,,"158.29152","158.25",,"72",,,"11"
IRIS Business Services Ltd,IRIS,"IT Services & Consulting","158.27749935","83.2","3",,"9",,"42"
Navkar Urbanstructure Ltd,NAVKAR,"Cement","158.215395","6.74","1",,"12",,"1"
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,,"157.8751097","67",,,,,"21"
Parvati Sweetners and Power Ltd,PARVATI,,"157.495870752","11.08","13",,"24",,"19"
P.E. Analytics Ltd,PROPEQUITY,"Real Estate","157.44120207999998","149.1","50","83","19",,"98"
Starteck Finance Ltd,STARTECK,"Diversified Financials","157.2769371","158.1","79","89","47",,"59"
Aksh Optifibre Ltd,AKSHOPTFBR,"Communication & Networking","157.00354201500002","9.7","65",,"18","2.61","87"
Ravinder Heights Ltd,RVHL,"Real Estate","156.1894023","25.3","17",,"34",,"13"
Byke Hospitality Ltd,BYKE,"Hotels, Resorts & Cruise Lines","155.178486","39.5","42",,"11",,"37"
Shardul Securities Ltd,SHARDUL,"Investment Banking & Brokerage","155.141106978","89.95","77","94","37",,"9"
Wanbury Ltd,WANBURY,"Pharmaceuticals","155.09516052","47.4","48",,"7",,"60"
Accuracy Shipping Ltd,ACCURACY,"Logistics","155.0768","10.45","5",,"14",,"20"
Manas Properties Ltd,MANAS,"Real Estate","153.92","370",,,,,
Pansari Developers Ltd,PANSARI,"Real Estate","153.706308","88.85","15",,"29",,"39"
Keltech Energies Ltd,KELENRG,"Commodity Chemicals","153.625","1536.8","94","70","94",,"88"
Fluidomat Ltd,FLUIDOM,"Industrial Machinery","153.57459","308.1","87","63","96",,"85"
Shiva Texyarn Ltd,SHIVATEX,"Textiles","153.41370835499998","116.75","67","99","22","4.1016393442623","33"
Standard Industries Ltd,SIL,"Textiles","152.781234875","23.9","96","100","59","5.96842105263158","63"
Touchwood Entertainment Ltd,TOUCHWOOD,"Advertising","152.718675","150","46",,"64",,"66"
Madhav Infra Projects Ltd,MADHAVIPL,"Construction & Engineering","152.3135814","5.75","56",,"51",,"51"
AKI India Ltd,AKI,"Apparel & Accessories","152.266876125","21.85",,,,,
Gillanders Arbuthnot & Co Ltd,GILLANDERS,"Conglomerates","151.95750352000002","71.15","61",,"16","4.78333333333333","55"
Weizmann Ltd,WEIZMANIND,"Textiles","151.77083097","95.7","68",,"59",,"89"
Shri Venkatesh Refineries Ltd,SVRL,,"151.73859008","135.75","51","93","26",,"35"
Anlon Technology Solutions Ltd,ANLON,"Construction & Engineering","151.475125","279.5",,"14",,,"7"
SoftTech Engineers Ltd,SOFTTECH,"Software Services","151.4262582","150.5","27","72","17",,"78"
MPS Infotecnics Ltd,VISESHINFO,"IT Services & Consulting","150.9774662","0.4","1",,"1",,"22"
Krebs Biochemicals and Industries Ltd,KREBSBIO,"Pharmaceuticals","150.924102","69","1",,"2","2.00714285714286","11"
Aryaman Financial Services Ltd,ARYAMAN,"Investment Banking & Brokerage","149.5296","134.4","80","41","88",,"33"
Sudarshan Pharma Industries Ltd,SUDARSHAN,,"149.44915827","62.55",,,,,"54"
Hazoor Multi Projects Ltd,HAZOOR,"Real Estate","149.3471","125.5","98",,"84",,"9"
Available Finance Ltd,AVAILFC,"Specialized Finance","149.178094","149.95","87","100","33",,"12"
Ahlada Engineers Ltd,AHLADA,"Home Furnishing","149.043735","117","63","77","32","4.99047619047619","62"
Pritika Auto Industries Ltd,PRITIKAUTO,"Auto Parts","148.9698","16.85","87",,"51","5.48684210526316","34"
Triton Valves Ltd,TRITONV,"Auto Parts","148.84346410499998","1717.35","42",,"56",,"10"
Vishal Bearings Ltd,VISHALBL,"Industrial Machinery","148.80789","144.6","87","77","92",,"19"
United Nilgiri Tea Estates Company Ltd,UNITEDTEA,"Tea & Coffee","148.67282133","300.55","40","93","8","6.15671641791045","23"
Alpa Laboratories Ltd,ALPA,"Pharmaceuticals","148.33623","70","47","97","26",,"76"
Bal Pharma Ltd,BALPHARMA,"Pharmaceuticals","148.2692904","94.75","23","66","4",,"72"
ResGen Ltd,RESGEN,,"148.1674","68.01",,,,,"5"
RKEC Projects Ltd,RKEC,"Construction & Engineering","147.902049","60.35","81",,"67","5.20793650793651","44"
Shree Ajit Pulp and Paper Ltd,SAPPL,"Paper Products","147.4431675","270","54","93","14",,"1"
Securekloud Technologies Ltd,SECURKLOUD,"Software Services","147.006662","46.2","1",,"1","2.93636363636364","7"
G M Polyplast Ltd,GMPL,,"146.978832","109",,"45",,,"25"
Kritika Wires Ltd,KRITIKA,"Iron & Steel","146.8978","16",,,,,
Comfort Intech Ltd,COMFINTE,"Consumer Finance","146.85157872","4.54","78",,"70",,"44"
Credent Global Finance Ltd,CGFL,,"146.67609375","141.8",,,,,
Freshtrop Fruits Ltd,FRSHTRP,"Agro Products","146.4445496","147.5","82","70","73",,"68"
Srivasavi Adhesive Tapes Ltd,SRIVASAVI,"Specialty Chemicals","145.9939098","98.95",,,,,"15"
Steelman Telecom Ltd,STML,,"145.143","150",,,,,"60"
SAB Industries Ltd,SAB,"Conglomerates","145.10414412","97.02","14",,"30",,"31"
Motor and General Finance Ltd,MOTOGENFIN,"Real Estate","145.03332655","36.95","33",,"53",,"30"
Coral India Finance and Housing Ltd,CORALFINAC,"Real Estate","144.2819655","35.6","73","97","21","7.54603174603174","92"
Samrat Forgings Ltd,SAMRATFORG,,"144.25","300","86","36","97",,"36"
Rexnord Electronics and Controls Ltd,REXNORD,"Industrial Machinery","144.0198","127","88","85","73",,"56"
Sharp India Ltd,SHARP,"Home Electronics & Appliances","143.9892","58.27","4",,"24",,"1"
Indian Wood Products Co Ltd,IWP,"Wood Products","143.87464728","22.48","20",,"30",,"18"
Smruthi Organics Ltd,SMRUTHIORG,"Pharmaceuticals","143.36478225","125","15","52","4",,"66"
Innokaiz India Ltd,INNOKAIZ,,"142.925928","137.9",,"67",,,"61"
Kotak Sensex 30 ETF,KTKSENSEX,"Equity","142.89995898","71.7",,,,,
Kapston Services Ltd,KAPSTON,"Business Support Services","142.82837888","141.95","23",,"39",,"11"
Polson Ltd,POLSON,"Commodity Chemicals","142.8","11700.05","61","80","52",,"8"
Samkrg Pistons and Rings Ltd,SAMKRG,"Auto Parts","142.691865","148.7","87","98","59",,"12"
Salona Cotspin Ltd,SALONA,"Textiles","142.584728","265.15","75","99","45",,"29"
Bilcare Ltd,BI,"Labs & Life Sciences Services","142.071923854","63.35","46",,"11",,"63"
Archidply Industries Ltd,ARCHIDPLY,"Wood Products","142.03475","72.35","51","68","33","3.3875","76"
Vardhman Polytex Ltd,VARDMNPOLY,"Textiles","141.21321259500002","63.35","89",,"76",,"95"
ICICI Prudential Nifty Next 50 ETF,ICICINXT50,"Equity","141.05316456","45.88",,,,,
Remsons Industries Ltd,REMSONSIND,"Auto Parts","140.291481135","243.35","82","67","66",,"47"
Odyssey Technologies Ltd,ODYSSEY,"Software Services","139.910397925","84.24","15",,"26",,"73"
Vipul Organics Ltd,VIPULORG,"Specialty Chemicals","139.585378125","108","26","82","18",,"10"
Welspun Investments and Commercials Ltd,WELINV,"Diversified Financials","139.08935656","380.6","58","36","64","5.93695652173913",
Universal Autofoundry Ltd,UNIAUTO,"Auto Parts","138.5289375","136.1","95","91","96",,"48"
Gayatri Projects Ltd,GAYAPROJ,"Construction & Engineering","138.5270269","7.75",,,,"2.52380952380952","13"
Kohinoor Foods Ltd,KOHINOOR,"Packaged Foods & Meats","138.46216455","36.85","21",,"3",,"11"
ASI Industries Ltd,ASIIL,"Mining - Diversified","138.35506175999998","15.12","67",,"34",,"56"
Rajshree Sugars & Chemicals Ltd,RAJSREESUG,"Sugar","138.34115505","45.4","70",,"29","1.79850746268657","7"
Suraj Industries Ltd,SURJIND,"Packaged Foods & Meats","138.24796414000002","111","3",,"16",,"10"
Diligent Industries Ltd,DILIGENT,,"138.14688","11.99","5",,"24",,"21"
3rd Rock Multimedia Ltd,3RDROCK,"Hotels, Resorts & Cruise Lines","137.84535","61.2",,,,,
Samrat Pharmachem Ltd,SAMRATPH,"Commodity Chemicals","137.0745405","448","76","98","28",,"99"
Tamboli Capital Ltd,TAMBOLI,"Industrial Machinery","137.0448","136","97","97","71",,"55"
Tarmat Ltd,TARMAT,"Construction & Engineering","136.62437455","65.15","89",,"71",,"72"
Nitco Ltd,NITCO,"Building Products - Ceramics","136.5320145","18.85","9",,"23","1.71428571428571","2"
Art Nirman Ltd,ARTNIRMAN,"Real Estate","136.50932","57.35",,,"29",,
Xelpmoc Design and Tech Ltd,XELPMOC,"IT Services & Consulting","136.494440135","93.95","1",,"1","4.47435897435897","4"
Umang Dairies Ltd,UMANGDAIRY,"FMCG - Foods","136.199808","70.35","4",,"19","2.20298507462687","3"
Himalaya Food International Ltd,HFIL,"Packaged Foods & Meats","136.0012774","23.38",,,"47",,
Bemco Hydraulics Ltd,BEMHY,"Industrial Machinery","135.6300675","607.25","72","43","85",,"5"
JHS Svendgaard Laboratories Ltd,JHS,"FMCG - Personal Products","135.284053875","22","4",,"10","3.78888888888889","5"
Bhagyanagar Properties Ltd,BHAGYAPROP,"Real Estate","134.858925","42.15","92",,"97","6.4125","9"
Reliance Chemotex Industries Ltd,RELCHEMQ,"Textiles","134.539446105","179.15","80","99","32","5.37622950819672","78"
Shigan Quantum Technologies Ltd,SHIGAN,"Auto Parts","134.448369","83.65",,,,,
Signet Industries Ltd,SIGIND,"Plastic Products","134.085535","45","86",,"51",,"32"
Sharat Industries Ltd,SHINDL,"Packaged Foods & Meats","133.91","57.39","20",,"29",,"8"
Aarnav Fashions Ltd,AARNAV,"Investment Banking & Brokerage","133.13615545599998","31.64","61",,"5",,"32"
SAL Steel Ltd,SALSTEEL,"Iron & Steel","132.9728855","15.5","94",,"83",,"78"
Vaishali Pharma Ltd,VAISHALI,"Pharmaceuticals","132.77054889000001","123.15","46","55","56",,"32"
Ultracab (India) Ltd,ULTRACAB,"Cables","131.9693175","12.83","6",,"15",,"33"
Nila Spaces Ltd,NILASPACES,"Real Estate","131.952882","3.5","15",,"32","4.72142857142857","12"
Evexia Lifecare Ltd,EVEXIA,,"131.55779934","2.01","31",,"54",,"2"
Ansal Properties and Infrastructure Ltd,ANSALAPI,"Real Estate","131.43307145999998","8.25",,,,"3.23214285714286","56"
Oxygenta Pharmaceutical Ltd,OXYGENTAPH,,"131.4227375","39.9",,,,,"7"
AiroLam Ltd,AIROLAM,"Building Products - Laminates","131.34251","88.25","29","55","36",,"22"
Jainam Ferro Alloys (I) Ltd,JAINAM,"Metals - Diversified","130.906074","121.65",,"100",,,"32"
TechNVision Ventures Ltd,TECHNVISN,"Software Services","130.83375","208.5","25","97","3",,"85"
Arvee Laboratories (India) Ltd,ARVEE,"Specialty Chemicals","130.7523","118","46",,"55",,"66"
Cosmic CRF Ltd,COSMICCRF,,"130.72197","187.3",,,,,
Indian Card Clothing Company Ltd,INDIANCARD,"Industrial Machinery","130.6452288","220.55","43",,"55","4.84262295081967","2"
KCD Industries India Ltd,KCDGROUP,,"130.551428022","25.5","62",,"86",,
Atlanta Ltd,ATLANTA,"Construction & Engineering","130.4","15.75","80","100","20",,"57"
Coromandel Engineering Company Ltd,COROENGG,"Construction & Engineering","130.342171356","39","19",,"47",,"7"
Sadbhav Infrastructure Projects Ltd,SADBHIN,"Roads","130.32332992","3.75","44","100","11","6.325","23"
Fidel Softech Ltd,FIDEL,"IT Services & Consulting","130.2178032","93","20","63","33",,"12"
Quantum Gold Fund,QGOLDHALF,"Gold","130.0258572","50.78",,,,,
Veer Global Infraconstruction Ltd,VGIL,,"129.94736","160",,,,,"10"
Likhami Consulting Ltd,LIKHAMI,"Outsourced services","129.8475","130",,,,,"19"
Facor Alloys Ltd,FACORALL,"Iron & Steel","129.84344372","6.56","35",,"36",,"23"
Cenlub Industries Ltd,CENLUB,"Industrial Machinery","129.81510816","278","92","84","93",,"48"
Swaraj Suiting Ltd,SWARAJ,"Textiles","129.60234","92","75","59","79",,"2"
HDFC SENSEX ETF,HDFCSENSEX,"Equity","128.966509","739.34",,,,,
Dolfin Rubbers Ltd,DOLFIN,"Auto Parts","128.83396274","137.5","76",,"93",,"46"
AMJ Land Holdings Ltd,AMJLAND,"Real Estate","128.74","31.25","61",,"19","6.08571428571429","53"
DCM Ltd,DCM,"Conglomerates","128.59630186500002","69.1","61","100","16",,"52"
Sotac Pharmaceuticals Ltd,SOTAC,"Pharmaceuticals","128.18","122.95",,"62",,,"97"
Noida Toll Bridge Company Ltd,NOIDATOLL,"Roads","127.54357637000001","6.85","3",,"12",,"22"
Bhagwati Autocast Ltd,BGWTATO,"Iron & Steel","127.3982499","440.65","87",,"89",,"2"
Beardsell Ltd,BEARDSELL,"Building Products - Prefab Structures","127.38151","33.85","68",,"53",,"71"
Kaiser Corporation Ltd,KACL,"Packaging","126.44831106","25.23","1",,"9",,"89"
AMD Industries Ltd,AMDIND,"Packaging","125.82970718499999","68.9","78","92","53",,"15"
Cambridge Technology Enterprises Ltd,CTE,"IT Services & Consulting","125.14140234000001","64.95","50","93","15",,"9"
Cords Cable Industries Ltd,CORDSCABLE,"Cables","124.6237992","98.35","97","93","76","4.17857142857143","86"
Capital Trust Ltd,CAPTRUST,"Consumer Finance","124.4693125","75.4","76","100","22",,"57"
Sanco Trans Ltd,SANCTRN,"Logistics","123.984","710","28","68","19",,"65"
Maiden Forgings Ltd,MAIDEN,,"123.71546","86.8",,,,,"12"
Niraj Cement Structurals Ltd,NIRAJ,"Construction & Engineering","123.678324","32.2","80",,"36","6.40634920634921","92"
Vedavaag Systems Ltd,VEDAVAAG,"Software Services","123.47405","55.41","33","96","2",,"36"
Amarjothi Spinning Mills Ltd,AMARJOTHI,"Textiles","123.28875","188","94","100","60",,"62"
Sunrise Efficient Marketing Ltd,SEML,,"123.275","247.05",,"68",,,"8"
Surana Telecom and Power Ltd,SURANAT&P,"Cables","122.862766515","9.1","62",,"28","5.26857142857143","55"
Indbank Merchant Banking Services Ltd,INDBANK,"Investment Banking & Brokerage","122.705723","28.4","66",,"59","4.71833333333333","60"
Ratnabhumi Developers Ltd,RATNABHUMI,"Real Estate","122.615","89.5",,,,,"1"
Homesfy Realty Ltd,HOMESFY,"Real Estate","122.51352","401.35",,"26",,,"80"
Denis Chem Lab Ltd,DENISCHEM,"Pharmaceuticals","122.17018507200001","101.72","56","79","24",,"93"
Brahmaputra Infrastructure Ltd,BRAHMINFRA,"Construction & Engineering","121.5000408","42.04","96",,"93",,"33"
Kerala Ayurveda Ltd,KERALAYUR,"Pharmaceuticals","121.0735349","113.95","19",,"45",,"35"
Premco Global Ltd,PREMCO,"Textiles","121.005252","370.1","83","98","37",,"94"
Oil Country Tubular Ltd,OILCOUNTUB,"Oil & Gas - Equipment & Services","120.9104169","27.3","58",,"74",,
Syschem (India) Ltd,SYSCHEM,"Pharmaceuticals","120.8965064","37.3","13",,"30",,"9"
Filatex Fashions Ltd,FILATFASH,,"120.82455216","12.41","49",,"47",,"41"
Global Vectra Helicorp Ltd,GLOBALVECT,"Airlines","120.75","82.05","92",,"73",,"47"
Incredible Industries Ltd,INCREDIBLE,"Iron & Steel","120.41665625","25.35","83",,"48",,"23"
GTV Engineering Ltd,GTV,"Construction & Engineering","120.41026296","385","38",,"60",,"8"
Radix Industries India Ltd,RADIXIND,"FMCG - Personal Products","120.05736","82.55","18",,"35",,"60"
Maruti Interior Products Ltd,SPITZE,,"120.045","165",,"39",,,"13"
Kkalpana Industries (India) Ltd,KKALPANAIND,"Specialty Chemicals","119.94298575","12.76","21",,"37",,"28"
A2z Infra Engineering Ltd,A2ZINFRA,"Construction & Engineering","119.76150344000001","6.9","49",,"17","2.13968253968254","10"
S V Global Mill Ltd,SVGLOBAL,"Real Estate","119.347602","69.3","30",,"48",,"24"
Ambar Protein Industries Ltd,AMBARPIL,"Agro Products","119.22625","202.55","7","58","8",,"8"
Surana Solar Ltd,SURANASOL,"Renewable Energy Equipment & Services","118.833939","23.55","4",,"17","5.33333333333333","4"
Astron Paper & Board Mill Ltd,ASTRON,"Paper Products","118.8075","25.5","7",,"16",,"30"
Indian Sucrose Ltd,INDSUCR,"Sugar","118.700244531","70.17","87","100","34",,"62"
SNL Bearings Ltd,SNL,"Industrial Machinery","118.458512","341.8","87","97","64",,"71"
Gennex Laboratories Ltd,GENNEX,"Pharmaceuticals","118.325301974","6.51","13",,"15",,"73"
Shahlon Silk Industries Ltd,SHAHLON,,"118.0578389","13.35","55",,"43",,"64"
Arshiya Ltd,ARSHIYA,"Logistics","117.246782175","4.65","49",,"12",,"8"
Thakkers Developers Ltd,THAKDEV,"Real Estate","117","124.2","83","100","29",,"19"
Vels Film International Ltd,VELS,"Movies & TV Serials","116.55924","96.9",,,,,"5"
Housing Development and Infrastructure Ltd,HDIL,"Real Estate","116.13098","2.45",,,,,
Tara Chand Logistic Solutions Ltd,TARACHAND,"Business Support Services","116.0222336","86.25",,,"86",,
BDH Industries Ltd,BDH,"Pharmaceuticals","115.9232355","203.55","34","85","13",,"61"
Sahana System Ltd,SAHANA,"IT Services & Consulting","115.90916603499998","140",,,,,
Narbada Gems and Jewellery Ltd,NARBADA,"Precious Metals, Jewellery & Watches","115.77280032","54","20",,"38",,"15"
VJTF Eduservices Ltd,VJTFEDU,"Education Services","115.7728","65.78",,,,,"25"
Baheti Recycling Industries Ltd,BAHETI,"Metals - Aluminium","115.7127948","110.2",,,,,"37"
Mahamaya Steel Industries Ltd,MAHASTEEL,"Iron & Steel","115.616004","69.15","89",,"54","4.4044776119403","93"
Metroglobal Ltd,METROGLOBL,"Commodities Trading","115.57309375","92.24","65","100","30",,"12"
Sayaji Industries Ltd,SAYAJIIND,"Agro Products","115.5296","178.15","63",,"13",,"37"
Univastu India Ltd,UNIVASTU,"Construction & Engineering","115.521159","100.7","87","70","75",,"75"
Avro India Ltd,AVROIND,"Plastic Products","115.097234","113.2","27",,"49","7.33333333333333","23"
Alkali Metals Ltd,ALKALI,"Commodity Chemicals","114.85866768","111.95","59","57","52",,"84"
Nirman Agri Genetics Ltd,NIRMAN,"Agro Products","114.7454","189.25",,"29",,,"51"
Rts Power Corporation Ltd,RTSPOWR,"Heavy Electrical Equipments","114.2853525","131.05","82",,"79",,"24"
Vibrant Global Capital Ltd,VGCL,"Diversified Financials","114.0787524","48.01","85","100","47",,"73"
Le Merite Exports Ltd,LEMERITE,"Textiles","113.765445","48.45",,,"19",,
Mohini Health & Hygiene Ltd,MHHL,"Health Care Equipment & Supplies","113.5184775","62.25",,,,,
Ekansh Concepts Ltd,EKANSH,,"113.5023828","76.85","85","82","85",,"23"
APM Industries Ltd,APMIN,"Textiles","113.43802864000001","52.53","78","98","21",,"34"
Shree Tirupati Balajee FIBC Ltd,TIRUPATI,"Packaging","113.3044974","111.85",,,,,
Gujarat Containers Ltd,GUJCONT,"Packaging","113","198","67","90","44",,"31"
Ganges Securities Ltd,GANGESSECU,"Diversified Financials","112.791570925","115.35","62","97","26",,"54"
GTL Ltd,GTL,"Telecom Infrastructure","112.46719841500001","7.05","31",,"3",,"100"
Archit Organosys Ltd,ARCHITORG,"Commodity Chemicals","112.433041317","53.98","81","92","46",,"45"
Bheema Cements Ltd,BHEEMACEM,"Cement","112.34145689","36","1",,"2",,"42"
Shervani Industrial Syndicate Ltd,SHERVANI,"Real Estate","112.20028772","409.05","85",,"86",,"15"
Country Club Hospitality & Holidays Ltd,CCHHL,"Hotels, Resorts & Cruise Lines","111.973343475","6.9","1",,"12",,"19"
Mukta Arts Ltd,MUKTAARTS,"Movies & TV Serials","111.79674","49.4","46",,"2","5.23076923076923","35"
Future Lifestyle Fashions Ltd,FLFL,"Retail - Apparel","111.78311055","5.8","23",,"3",,"86"
Superior Industrial Enterprises Ltd,SIEL,"Packaging","111.6033","80.4","31",,"49",,"15"
Omax Autos Ltd,OMAXAUTO,"Auto Parts","111.539530795","52.3","86",,"54",,"34"
SVP Global Textiles Ltd,SVPGLOB,"Textiles","111.32","9.15","65","100","13",,"44"
Bansal Roofing Products Ltd,BRPL,,"111.1607424","84.6","26",,"34",,"46"
Tainwala Chemicals and Plastics (India) Ltd,TAINWALCHM,"Plastic Products","111.14905380999998","119.2","66",,"78","3.28839285714286","14"
Yaari Digital Integrated Services Ltd,YAARI,"Business Support Services","111.0239235","11.25","3",,"9","3.52","1"
LA Tim Metal & Industries Ltd,LATIMMETAL,,"110.9227608","12.57","26",,"48",,"50"
Aditya BSL Nifty Next 50 ETF,ABSLNN50ET,"Equity","110.88097020000001","46.6",,,,,
Indsil Hydro Power and Manganese Ltd,INDSILHYD,"Metals - Iron","110.63645668199999","43.87","87","100","41",,"35"
Aimco Pesticides Ltd,AIMCOPEST,"Fertilizers & Agro Chemicals","110.24681206500001","114",,,,,"98"
Winsome Textile Industries Ltd,WINSOMTX,"Textiles","110.21902","55.5","82","100","22",,"50"
Pressure Sensitive Systems India Ltd,PRESSURS,,"109.936242","7.51","3",,"21",,
KPT Industries Ltd,KPT,"Industrial Machinery","109.82","345.75","92","89","91",,"36"
Flex Foods Ltd,FLEXFO,"Agro Products","109.64715","89.5","35","93","12",,"1"
Ishan Dyes and Chemicals Ltd,ISHANCH,"Commodity Chemicals","109.64244066300002","52.6","39","97","22",,"5"
Aartech Solonics Ltd,AARTECH,"Electrical Components & Equipments","109.5018925","108.55",,,,,
Hindustan Tin Works Ltd,HINDTIN,"Packaging","109.24866991500001","106","94","99","55",,"59"
Narayani Steels Ltd,DHATRE,,"108.9545","99",,,,,"24"
Surya Lakshmi Cotton Mills Ltd,SURYALAXMI,"Textiles","108.8826291","58.1","86","100","33","3.39590163934426","85"
Fortis Malar Hospitals Ltd,FORTISMLR,"Hospitals & Diagnostic Centres","108.795910995","58.1","18",,"21",,"46"
